Recipe,Amount,Unit,Ingredient
lemon-ricotta-pancakes,3.0,-1.0,eggs
lemon-ricotta-pancakes,0.75,236.6,ricotta
lemon-ricotta-pancakes,3.0,14.8,olive oil
lemon-ricotta-pancakes,3.0,14.8,almond flour
lemon-ricotta-pancakes,1.0,14.8,sugar
lemon-ricotta-pancakes,0.0,-1.0,scant 1/2 teaspoon fine grain sea salt
lemon-ricotta-pancakes,0.0,-1.0,zest of two lemons
lemon-ricotta-pancakes,0.25,236.6,all-purpose flour
frittata-recipe,2.0,-1.0,large cloves garlic
frittata-recipe,0.5,236.6,extra virgin olive oil
frittata-recipe,2.0,14.8,lemon juice
frittata-recipe,1.0,-1.0,small bunch cilantro
frittata-recipe,1.0,-1.0,green (serrano) chile
frittata-recipe,2.0,0.23,ground cumin
frittata-recipe,0.0,-1.0,a couple big pinches of salt
frittata-recipe,6.0,-1.0,large organic eggs
frittata-recipe,1.0,14.8,olive oil
frittata-recipe,1.0,-1.0,small yellow onion
frittata-recipe,3.0,-1.0,small potatoes
frittata-recipe,0.5,236.6,yellow zucchini or cauliflower
frittata-recipe,0.25,236.6,goat cheese
frittata-recipe,0.25,236.6,pumpkin seeds
frittata-recipe,0.0,-1.0,couple pinches of salt
fregola-sarda,3.0,-1.0,large eggs
fregola-sarda,0.0,-1.0,fine-grain sea salt
fregola-sarda,1.25,236.6,fregola (or orzo
fregola-sarda,0.25,236.6,/ 60 ml extra-virgin olive oil
fregola-sarda,0.25,236.6,/ 45g capers
fregola-sarda,2.0,-1.0,medium cloves garlic
fregola-sarda,1.0,-1.0,lemon
fregola-sarda,2.0,-1.0,or 3 medium endives
fregola-sarda,0.5,236.6,/ 15g torn fresh basil
fregola-sarda,0.3,236.6,/ 45g chopped toasted hazelnuts
coffee-cake,1.0,236.6,/ 110g rye flour
coffee-cake,0.25,236.6,old-fashioned rolled oats
coffee-cake,0.5,14.8,baking powder
coffee-cake,0.5,14.8,baking soda
coffee-cake,0.5,14.8,fine grain sea salt
coffee-cake,4.0,14.8,unsalted butter
coffee-cake,0.3,236.6,maple syrup
coffee-cake,1.0,-1.0,large egg
coffee-cake,2.0,14.8,vanilla extract
coffee-cake,0.5,236.6,buttermilk
coffee-cake,1.3,236.6,(wild) blueberries
coffee-cake,0.5,236.6,rye flour
coffee-cake,0.125,14.8,fine grain sea salt
coffee-cake,4.0,14.8,cold unsalted butter
coffee-cake,0.3,236.6,brown sugar
coffee-cake,0.5,236.6,chopped walnuts
omelette-recipe,2.0,-1.0,large eggs
omelette-recipe,0.0,-1.0,a tiny pinch of fine grain sea salt
omelette-recipe,0.0,-1.0,a few tablespoons of chopped chives or herbs
omelette-recipe,0.0,-1.0,a dollop of pesto
omelette-recipe,0.0,-1.0,a bit of goat cheese or feta
omelette-recipe,0.0,-1.0,a small handful of mixed salad greens
cinnamon-rolls,4.0,14.8,active dry yeast
cinnamon-rolls,1.0,236.6,warm whole milk (105F to 115F / 40C to 46C)
cinnamon-rolls,0.75,236.6,/ 100g brown sugar
cinnamon-rolls,1.0,-1.0,large egg
cinnamon-rolls,0.5,236.6,/ 125g unsalted butter
cinnamon-rolls,1.0,14.8,ground cardamom
cinnamon-rolls,1.0,14.8,fine grain sea salt
cinnamon-rolls,4.0,236.6,/ 600g all-purpose flour
cinnamon-rolls,0.5,236.6,/ 60g brown sugar
cinnamon-rolls,2.0,14.8,cinnamon
cinnamon-rolls,0.5,236.6,/ 125g unsalted butter
cinnamon-rolls,1.0,-1.0,egg beaten with 1 tablespoon of water
cinnamon-rolls,0.0,-1.0,large grain raw sugar or pearl sugar for sprinkling OR icing
cinnamon-rolls,1.0,236.6,powdered sugar
cinnamon-rolls,4.0,14.8,buttermilk or heavy cream
cinnamon-rolls,0.125,14.8,fine grain sea salt
cinnamon-rolls,1.0,14.8,vanilla extract
watermelon-raspberry-breakfast-bowl,3.0,236.6,watermelon (cut into bite-sized chunks or balls)
watermelon-raspberry-breakfast-bowl,0.75,236.6,frozen raspberries
watermelon-raspberry-breakfast-bowl,0.6,236.6,freshly squeezed orange juice
watermelon-raspberry-breakfast-bowl,2.0,14.8,almond butter
watermelon-raspberry-breakfast-bowl,0.5,236.6,chia seeds
watermelon-raspberry-breakfast-bowl,0.125,14.8,sea salt
chia-pudding,5.0,14.8,chia seeds
chia-pudding,0.5,236.6,mango puree
chia-pudding,0.75,236.6,almond or oat milk
chia-pudding,0.0,0.23,of good salt
pancake-recipe,2.0,236.6,white whole wheat flour or unbleached all-purpose flour
pancake-recipe,1.0,14.8,aluminum-free baking powder
pancake-recipe,0.5,14.8,baking soda
pancake-recipe,3.0,14.8,granulated sugar
pancake-recipe,0.5,14.8,fine grain sea salt
pancake-recipe,2.25,236.6,buttermilk
pancake-recipe,2.0,-1.0,large organic eggs
pancake-recipe,2.0,14.8,butter
pumpkin-and-feta-muffins,1.0,14.8,unsalted butter
pumpkin-and-feta-muffins,2.0,14.8,extra-virgin olive oil
pumpkin-and-feta-muffins,2.0,236.6,/ 9 oz / 255g cubed pumpkin or butternut squash
pumpkin-and-feta-muffins,0.0,-1.0,salt and pepper to taste
pumpkin-and-feta-muffins,1.0,-1.0,large handful of baby spinach
pumpkin-and-feta-muffins,2.0,14.8,chopped parsley or cilantro
pumpkin-and-feta-muffins,0.25,236.6,/ 4T. sunflower seeds kernels
pumpkin-and-feta-muffins,0.75,236.6,/ 1 oz / 30g freshly grated Parmesan
pumpkin-and-feta-muffins,100.0,1.0,/ 3.5 oz / 1/2 cup cubed feta
pumpkin-and-feta-muffins,1.0,14.8,whole-grain mustard
pumpkin-and-feta-muffins,2.0,-1.0,large eggs
pumpkin-and-feta-muffins,0.75,236.6,/ 180 ml milk
pumpkin-and-feta-muffins,2.0,236.6,flour (see headnote!)
pumpkin-and-feta-muffins,4.0,14.8,aluminum free baking powder
pumpkin-and-feta-muffins,1.0,14.8,fine-grain sea salt
chia-breakfast-bowl,3.0,14.8,chia seeds
chia-breakfast-bowl,0.6,236.6,almond-coconut milk (or other nut milk)
chia-breakfast-bowl,0.0,0.23,of good salt
chia-breakfast-bowl,0.0,-1.0,coconut nectar
buttermilk-berry-muffin-recipe,1.25,236.6,/ 5 1/2 oz / 160 g whole wheat pastry flour
buttermilk-berry-muffin-recipe,2.25,236.6,/ 10 1/2 oz / 295 g unbleached all-purpose flour
buttermilk-berry-muffin-recipe,0.5,236.6,/ 3 1/2 oz / 100 g firmly packed brown sugar
buttermilk-berry-muffin-recipe,0.75,14.8,fine grain sea salt
buttermilk-berry-muffin-recipe,0.5,14.8,baking soda
buttermilk-berry-muffin-recipe,2.0,14.8,baking powder
buttermilk-berry-muffin-recipe,5.5,28.3,mashed
buttermilk-berry-muffin-recipe,240.0,1.0,buttermilk
buttermilk-berry-muffin-recipe,3.0,-1.0,large eggs
buttermilk-berry-muffin-recipe,1.0,14.8,vanilla extract
buttermilk-berry-muffin-recipe,0.5,236.6,/ 4 oz / 115 g unsalted butter
buttermilk-berry-muffin-recipe,0.0,-1.0,rose cinnamon sugar*
coconut-baked-oatmeal,3.0,14.8,unsalted butter or coconut oil
coconut-baked-oatmeal,2.0,-1.0,bananas
coconut-baked-oatmeal,1.0,-1.0,grapefruit
coconut-baked-oatmeal,2.0,236.6,rolled oats
coconut-baked-oatmeal,0.5,236.6,shredded coconut
coconut-baked-oatmeal,1.0,14.8,baking powder
coconut-baked-oatmeal,0.5,14.8,fine-grain salt
coconut-baked-oatmeal,0.3,236.6,maple syrup (or coconut nectar)
coconut-baked-oatmeal,1.0,236.6,full-fat coconut milk
coconut-baked-oatmeal,1.0,236.6,water
coconut-baked-oatmeal,1.0,-1.0,large egg
coconut-baked-oatmeal,2.0,14.8,vanilla extract
coconut-baked-oatmeal,3.0,-1.0,(blood) oranges
glow-promoting-beauty-bowl,1.0,236.6,frozen organic mixed berries (blueberries
glow-promoting-beauty-bowl,1.0,14.8,chia seeds
glow-promoting-beauty-bowl,0.0,-1.0,sweetener to taste: coconut nectar
baked-doughnuts,1.3,236.6,warm milk
baked-doughnuts,1.0,-1.0,packet active dry yeast (2 1/4 teaspoons)
baked-doughnuts,2.0,14.8,butter
baked-doughnuts,0.6,236.6,sugar
baked-doughnuts,2.0,-1.0,eggs
baked-doughnuts,5.0,236.6,all-purpose flour (alternately
baked-doughnuts,0.0,-1.0,A pinch or two of nutmeg
baked-doughnuts,1.0,14.8,fine grain sea salt
baked-doughnuts,0.5,236.6,unsalted butter
baked-doughnuts,1.5,236.6,sugar
baked-doughnuts,1.0,14.8,cinnamon
perfect-healthy-granola-recipe,2.0,236.6,rolled oats
perfect-healthy-granola-recipe,5.0,14.8,black cocoa powder or cocoa powder
perfect-healthy-granola-recipe,0.25,236.6,sunflower seeds
perfect-healthy-granola-recipe,0.25,236.6,white sesame seeds
perfect-healthy-granola-recipe,0.25,236.6,quinoa crispies
perfect-healthy-granola-recipe,0.25,236.6,cacao nibs
perfect-healthy-granola-recipe,0.5,14.8,salt
perfect-healthy-granola-recipe,0.5,236.6,aquafaba*
perfect-healthy-granola-recipe,1.0,14.8,extra virgin olive oil
perfect-healthy-granola-recipe,0.3,236.6,runny honey
perfect-healthy-granola-recipe,1.0,14.8,vanilla extract
perfect-healthy-granola-recipe,0.5,236.6,unsweetened toasted coconut flakes
dragonfruit-bowl,4.0,14.8,chia seeds
dragonfruit-bowl,0.5,236.6,dragonfruit puree
dragonfruit-bowl,0.75,236.6,almond or oat milk
dragonfruit-bowl,0.0,0.23,of good salt
best-waffle-recipe,1.0,236.6,| 4.5 oz | 120 g whole wheat flour
best-waffle-recipe,2.0,236.6,| 9 oz | 225 g all-purpose flour
best-waffle-recipe,0.5,236.6,| 1.75 oz | 50 g rolled oats or 1/2 cup | 1.5 oz | 40 g wheat germ
best-waffle-recipe,4.0,28.3,| 110 g organic cornstarch or rice flour
best-waffle-recipe,2.0,14.8,fine-grain sea salt
best-waffle-recipe,2.0,14.8,baking powder
best-waffle-recipe,1.0,14.8,baking soda
best-waffle-recipe,4.0,236.6,| 1 L buttermilk
best-waffle-recipe,0.5,236.6,| 4 oz | 115 g butter
best-waffle-recipe,4.0,-1.0,eggs
instant-pot-congee-recipe,1.0,236.6,brown jasmine rice
instant-pot-congee-recipe,0.5,236.6,white jasmine rice
instant-pot-congee-recipe,9.0,236.6,water or mushroom broth
instant-pot-congee-recipe,1.0,14.8,fine grain sea salt
instant-pot-congee-recipe,1.25,14.8,ground turmeric
instant-pot-congee-recipe,0.0,-1.0,flash sautéed bok choy pickled shaved mushrooms* soy sauce a spicy chile oil or sriracha sprouts or micro greens a few rogue chickpeas
zucchini-ricotta-cheesecake-recipe,2.0,236.6,zucchini
zucchini-ricotta-cheesecake-recipe,1.0,14.8,fine grain sea salt
zucchini-ricotta-cheesecake-recipe,2.5,236.6,ricotta cheese
zucchini-ricotta-cheesecake-recipe,0.5,236.6,Parmesan cheese
zucchini-ricotta-cheesecake-recipe,2.0,-1.0,shallots
zucchini-ricotta-cheesecake-recipe,2.0,-1.0,garlic
zucchini-ricotta-cheesecake-recipe,0.25,236.6,fresh dill
zucchini-ricotta-cheesecake-recipe,0.0,-1.0,zest of one lemon
zucchini-ricotta-cheesecake-recipe,2.0,-1.0,large eggs
zucchini-ricotta-cheesecake-recipe,0.3,236.6,goat cheese
zucchini-ricotta-cheesecake-recipe,0.5,14.8,olive oil
crinkle-cookies,8.0,28.4,/ 225g 70% chocolate
crinkle-cookies,0.25,236.6,/ 55g unsalted butter or dairy-free butter
crinkle-cookies,3.0,14.8,almond butter
crinkle-cookies,2.0,-1.0,large eggs
crinkle-cookies,1.0,236.6,200g light brown sugar
crinkle-cookies,2.0,14.8,vanilla extract
crinkle-cookies,0.75,236.6,/ 105g buckwheat flour
crinkle-cookies,3.0,14.8,unsweetened cocoa powder
crinkle-cookies,0.5,14.8,baking soda
crinkle-cookies,0.5,14.8,fine grain sea salt
olive-oil-cake,0.0,-1.0,Olive oil for the pan
olive-oil-cake,0.75,236.6,/ 3 oz / 80g spelt flour or whole wheat pastry flour
olive-oil-cake,1.5,236.6,/ 7.5 oz / 210 g all-purpose flour
olive-oil-cake,0.75,236.6,/ 4 oz / 115g sugar
olive-oil-cake,1.5,14.8,baking powder
olive-oil-cake,0.75,14.8,kosher salt
olive-oil-cake,3.0,-1.0,eggs
olive-oil-cake,1.0,236.6,/ 240 ml olive oil
olive-oil-cake,0.75,236.6,/ 180 ml whole milk
olive-oil-cake,1.5,14.8,fresh rosemary
olive-oil-cake,5.0,28.4,/ 140 g bittersweet chocolate (70% cacao)
olive-oil-cake,2.0,14.8,sugar for top crunch
flourless-chocolate-cake,0.5,236.6,/ 110g extra-virgin olive oil
flourless-chocolate-cake,12.0,28.4,/ 340g bittersweet chocolate chips or chunks
flourless-chocolate-cake,1.0,236.6,sugar
flourless-chocolate-cake,0.75,14.8,fine grain sea salt
flourless-chocolate-cake,5.0,-1.0,large eggs
flourless-chocolate-cake,0.0,-1.0,For serving: powdered sugar
brownies,2.0,14.8,vanilla extract
brownies,10.0,-1.0,cardamom pods
brownies,0.75,236.6,/ 100g unbleached all-purpose flour
brownies,0.25,236.6,/ 20g finely ground espresso powder
brownies,0.75,14.8,fine grain sea salt
brownies,12.0,28.4,bittersweet chocolate
brownies,0.6,236.6,/ 150g unsalted butter
brownies,3.0,-1.0,large eggs
brownies,1.5,236.6,/ 285g firmly packed dark brown sugar
chocolate-fudge-tahini-cake,2.25,236.6,/ 270 g rye flour or all-purpose flour
chocolate-fudge-tahini-cake,1.5,236.6,/ 300 g granulated sugar
chocolate-fudge-tahini-cake,0.75,236.6,plus 1 tablespoon / 65 g cocoa powder
chocolate-fudge-tahini-cake,1.5,14.8,/ 8g baking powder
chocolate-fudge-tahini-cake,1.5,14.8,/ 7 g baking soda
chocolate-fudge-tahini-cake,0.5,14.8,fine grain salt
chocolate-fudge-tahini-cake,2.0,-1.0,eggs
chocolate-fudge-tahini-cake,0.0,-1.0,Scant 1 cup milk
chocolate-fudge-tahini-cake,1.0,14.8,vanilla extract
chocolate-fudge-tahini-cake,0.3,236.6,/ 80 g unsalted butter
chocolate-fudge-tahini-cake,0.6,236.6,/ 160 ml hot coffee
chocolate-fudge-tahini-cake,2.0,236.6,/ 225 g confectioners’ powdered sugar
chocolate-fudge-tahini-cake,0.125,-1.0,+ teaspoon fine grain salt
chocolate-fudge-tahini-cake,1.5,14.8,vanilla extract
chocolate-fudge-tahini-cake,3.0,14.8,tahini
chocolate-fudge-tahini-cake,3.0,14.8,buttermilk
biscotti-recipe,2.0,-1.0,eggs
biscotti-recipe,0.25,236.6,unsalted butter
biscotti-recipe,0.75,236.6,brown sugar / 100g
biscotti-recipe,2.0,14.8,almond (or vanilla) extract
biscotti-recipe,0.75,236.6,/ 100g whole wheat pastry flour
biscotti-recipe,0.5,236.6,/ 70 g unbleached all-purpose flour
biscotti-recipe,0.25,236.6,/ 20g fine cornmeal
biscotti-recipe,0.5,14.8,baking powder
biscotti-recipe,0.5,14.8,fine grain sea salt
biscotti-recipe,2.0,14.8,fennel seeds
biscotti-recipe,0.5,236.6,/ 60g toasted sesame seeds
biscotti-recipe,0.0,-1.0,semi-sweet chocolate
chocolate-almond-swirl-cake,3.0,236.6,/ 13.5 ounces all-purpose flour
chocolate-almond-swirl-cake,2.0,14.8,baking powder
chocolate-almond-swirl-cake,0.5,14.8,fine grain sea salt
chocolate-almond-swirl-cake,1.5,236.6,/ 9.75 oz sugar
chocolate-almond-swirl-cake,2.0,14.8,almond extract
chocolate-almond-swirl-cake,3.0,-1.0,eggs
chocolate-almond-swirl-cake,1.5,236.6,/ 12 ounces full-fat plain yogurt
chocolate-almond-swirl-cake,1.3,236.6,/ 10.5 ounces extra virgin olive oil
chocolate-almond-swirl-cake,2.0,14.8,unsweetened cocoa powder
chocolate-almond-swirl-cake,1.25,236.6,/ 285g unsalted butter
chocolate-almond-swirl-cake,4.3,236.6,/ 525g powdered sugar
chocolate-almond-swirl-cake,0.75,236.6,/ 70g cocoa powder
chocolate-almond-swirl-cake,2.0,14.8,milk
chocolate-almond-swirl-cake,0.5,14.8,fine grain sea salt
chocolate-almond-swirl-cake,1.0,14.8,almond extract
no-bake-chocolate-cake-recipe,0.0,-1.0,butter
no-bake-chocolate-cake-recipe,8.0,28.4,/ 225 g 70% chocolate
no-bake-chocolate-cake-recipe,8.0,28.4,/ 225 g heavy cream
no-bake-chocolate-cake-recipe,0.25,14.8,fine grain salt
best-chocolate-pudding-recipe,2.0,-1.0,eggs
best-chocolate-pudding-recipe,6.0,28.4,/ 170 g good-quality dark chocolate
best-chocolate-pudding-recipe,4.0,14.8,water
best-chocolate-pudding-recipe,4.0,14.8,fine grain sugar
best-chocolate-pudding-recipe,4.0,14.8,unsalted butter
best-chocolate-pudding-recipe,0.0,-1.0,fine grain sea salt
healthful-double-chocolate-cookies,3.0,-1.0, ripe bananas
healthful-double-chocolate-cookies,1.0,14.8,vanilla extract
healthful-double-chocolate-cookies,0.25,236.6,coconut oil
healthful-double-chocolate-cookies,2.0,236.6,rolled oats
healthful-double-chocolate-cookies,0.3,236.6,ground sunflower seeds
healthful-double-chocolate-cookies,0.3,236.6,cacao powder
healthful-double-chocolate-cookies,0.3,236.6,coconut
healthful-double-chocolate-cookies,0.5,14.8,fine grain sea salt
healthful-double-chocolate-cookies,1.0,14.8,baking powder
healthful-double-chocolate-cookies,6.0,28.4,chocolate chips or dark chocolate bar chopped
perfect-healthy-granola-recipe,2.0,236.6,rolled oats
perfect-healthy-granola-recipe,5.0,14.8,black cocoa powder or cocoa powder
perfect-healthy-granola-recipe,0.25,236.6,sunflower seeds
perfect-healthy-granola-recipe,0.25,236.6,white sesame seeds
perfect-healthy-granola-recipe,0.25,236.6,quinoa crispies
perfect-healthy-granola-recipe,0.25,236.6,cacao nibs
perfect-healthy-granola-recipe,0.5,14.8,salt
perfect-healthy-granola-recipe,0.5,236.6,aquafaba*
perfect-healthy-granola-recipe,1.0,14.8,extra virgin olive oil
perfect-healthy-granola-recipe,0.3,236.6,runny honey
perfect-healthy-granola-recipe,1.0,14.8,vanilla extract
perfect-healthy-granola-recipe,0.5,236.6,unsweetened toasted coconut flakes
no-bake-energy-bites,1.0,236.6,lightly toasted old-fashioned rolled oats
no-bake-energy-bites,3.0,14.8,chia seeds
no-bake-energy-bites,0.25,236.6,chopped chocolate (or chips)
no-bake-energy-bites,3.0,14.8,good maple syrup
no-bake-energy-bites,1.5,14.8,vanilla extract
no-bake-energy-bites,0.5,236.6,unsweetened
no-bake-energy-bites,0.6,236.6,well-stirred natural peanut butter
no-bake-energy-bites,0.0,-1.0,sea salt
chocolate-devils-food-cake-recipe,1.5,236.6,plus 1 tablespoon / 200g all-purpose flour
chocolate-devils-food-cake-recipe,1.0,236.6,/ 100g cocoa powder
chocolate-devils-food-cake-recipe,1.0,14.8,kosher salt
chocolate-devils-food-cake-recipe,2.0,14.8,baking soda
chocolate-devils-food-cake-recipe,1.0,14.8,baking powder
chocolate-devils-food-cake-recipe,2.25,236.6,/ 450g sugar
chocolate-devils-food-cake-recipe,2.0,-1.0,eggs
chocolate-devils-food-cake-recipe,1.0,14.8,vanilla extract
chocolate-devils-food-cake-recipe,0.75,236.6,plus 2 tablespoons / 200g buttermilk or plain yogurt
chocolate-devils-food-cake-recipe,7.0,14.8,/ 100g vegetable oil*
chocolate-devils-food-cake-recipe,1.0,236.6,/ 225g hot water
chocolate-devils-food-cake-recipe,3.0,-1.0,egg whites
chocolate-devils-food-cake-recipe,2.25,236.6,/ 450g sugar
chocolate-devils-food-cake-recipe,0.5,236.6,/ 120g water
chocolate-devils-food-cake-recipe,1.5,14.8,golden syrup
chocolate-devils-food-cake-recipe,0.0,-1.0,a pinch of salt
chocolate-devils-food-cake-recipe,1.5,14.8,vanilla extract
lemony-olive-oil-banana-bread-recipe,1.0,236.6,/ 4.5 oz / 125g all-purpose flour
lemony-olive-oil-banana-bread-recipe,1.0,236.6,/ 5 oz / 140g whole wheat flour
lemony-olive-oil-banana-bread-recipe,0.75,236.6,/ 4.5 oz / 125 g dark muscovado or dark brown sugar
lemony-olive-oil-banana-bread-recipe,0.75,14.8,baking soda
lemony-olive-oil-banana-bread-recipe,0.5,14.8,kosher salt
lemony-olive-oil-banana-bread-recipe,1.0,236.6,/ 4 oz / 115 g coarsely chopped bittersweet chocolate
lemony-olive-oil-banana-bread-recipe,0.3,236.6,/ 80 ml extra-virgin olive oil
lemony-olive-oil-banana-bread-recipe,2.0,-1.0,large eggs
lemony-olive-oil-banana-bread-recipe,1.5,236.6,/ 12 oz / 340 g mashed
lemony-olive-oil-banana-bread-recipe,0.25,236.6,/ 60 ml plain
lemony-olive-oil-banana-bread-recipe,1.0,14.8,freshly grated lemon zest
lemony-olive-oil-banana-bread-recipe,1.0,14.8,vanilla extract
lemony-olive-oil-banana-bread-recipe,0.5,236.6,/ 3 oz / 85 g sifted dark muscovado or dark brown sugar
lemony-olive-oil-banana-bread-recipe,0.5,236.6,/ 2 oz / 55g confectioners' sugar
lemony-olive-oil-banana-bread-recipe,4.0,14.8,freshly squeezed lemon juice
whole-wheat-oatmeal-chocolate-chip-cookies,2.75,236.6,/ 9 oz / 255 rolled oats (not instant)
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 4.5 oz / 125 g whole wheat flour
whole-wheat-oatmeal-chocolate-chip-cookies,0.6,236.6,/ 1 1/2 oz / 45 g wheat bran (or germ)
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,14.8,baking soda
whole-wheat-oatmeal-chocolate-chip-cookies,1.5,14.8,baking powder
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,14.8,fine grain sea salt
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 8 oz / 225 g unsalted butter
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 6.5 oz / 185 g natural cane sugar or light brown sugar
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 6 oz / 170 g firmly packed Muscovado or dark brown sugar
whole-wheat-oatmeal-chocolate-chip-cookies,2.0,-1.0,large eggs
whole-wheat-oatmeal-chocolate-chip-cookies,2.0,14.8,vanilla extract
whole-wheat-oatmeal-chocolate-chip-cookies,10.0,28.3,/ 285 g semi-sweet chocolate bar
healthy-cookie-recipe,1.0,14.8,vanilla extract
healthy-cookie-recipe,0.25,236.6,coconut oil
healthy-cookie-recipe,2.0,236.6,rolled oats
healthy-cookie-recipe,0.6,236.6,almond meal
healthy-cookie-recipe,0.3,236.6,coconut
healthy-cookie-recipe,0.5,14.8,cinnamon
healthy-cookie-recipe,0.5,14.8,fine grain sea salt
healthy-cookie-recipe,1.0,14.8,baking powder
healthy-cookie-recipe,7.0,28.4,chocolate chips or dark chocolate bar chopped
crinkle-cookies,8.0,28.4,/ 225g 70% chocolate
crinkle-cookies,0.25,236.6,/ 55g unsalted butter or dairy-free butter
crinkle-cookies,3.0,14.8,almond butter
crinkle-cookies,2.0,-1.0,large eggs
crinkle-cookies,1.0,236.6,200g light brown sugar
crinkle-cookies,2.0,14.8,vanilla extract
crinkle-cookies,0.75,236.6,/ 105g buckwheat flour
crinkle-cookies,3.0,14.8,unsweetened cocoa powder
crinkle-cookies,0.5,14.8,baking soda
crinkle-cookies,0.5,14.8,fine grain sea salt
swedish-rye-cookies,1.0,236.6,rye flour
swedish-rye-cookies,1.0,236.6,whole wheat pastry flour
swedish-rye-cookies,0.5,14.8,fine grain sea salt
swedish-rye-cookies,0.5,236.6,cream cheese
swedish-rye-cookies,0.5,236.6,unsalted butter
swedish-rye-cookies,0.5,236.6,fine grain natural cane sugar
swedish-rye-cookies,0.0,-1.0,large grain sugar (for sprinkling)
swedish-rye-cookies,0.0,-1.0,organic powdered sugar (for snow)
millionaires-shortbread,0.25,236.6,plus 1 tablespoon / 40 grams confectioners' sugar
